"SUBJECT","ACTIVITY_NAME","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()"
2,"WALKING_DOWNSTAIRS",0.29023,-0.016752,-0.105667,0.0779812,0.0961943,-0.196379,0.92243,-0.179716,0.0329245,-0.950605,-0.935055,-0.917765,0.0893773,0.00288151,-0.00772791,-0.0783381,-0.0613912,-0.372318,-0.0805477,-0.0460799,0.105837,-0.329851,-0.346371,-0.289399,-0.0797683,-0.048529,-0.0559553,-0.328716,-0.469922,-0.356886,0.0899336,0.106281,0.0899336,0.106281,-0.126093,-0.0281007,-0.137839,-0.250087,-0.413942,-0.428363,0.0131841,0.0880456,-0.204497,0.0981239,0.0284996,-0.259432,-0.422516,-0.0102066,0.10657,-0.110168,-0.0997685,-0.317203,-0.129603,-0.0852297,-0.426894,-0.327267,-0.381018,-0.265579,-0.18685,-0.323646,-0.18749,-0.378811,-0.36995,-0.392818,-0.136522,-0.0492487,-0.028916,0.119951,-0.0763048,0.000240378,-0.0210737,-0.0473927,0.0164682,-0.287505,-0.359964,0.063652,-0.431768,-0.466588,0.0814666
2,"WALKING_UPSTAIRS",0.262523,-0.0264837,-0.1243,-0.231883,-0.0202349,-0.184436,0.867569,-0.301181,-0.0399288,-0.947071,-0.929404,-0.905776,0.0821105,0.0051531,-0.00965211,-0.349674,-0.354643,-0.597314,0.025879,-0.0954767,0.0590027,-0.490499,-0.407906,-0.194829,-0.118982,-0.0374991,-0.0575968,-0.550345,-0.657854,-0.564783,-0.103082,-0.252079,-0.103082,-0.252079,-0.389005,-0.360011,-0.203813,-0.377992,-0.607754,-0.654771,-0.284813,-0.141094,-0.345867,-0.213767,-0.0244529,-0.168388,-0.422125,-0.175654,-0.228144,-0.368752,-0.370963,-0.558318,-0.38981,-0.382831,-0.635509,-0.285414,-0.422344,-0.419371,-0.406606,-0.478299,-0.284115,-0.520357,-0.379647,-0.243539,-0.185178,-0.237731,-0.277082,-0.25277,-0.36969,-0.0218421,-0.331315,-0.404657,0.0734301,-0.474625,-0.425538,-0.119336,-0.648757,-0.688855,0.0927485
3,"LAYING",0.278443,-0.0192175,-0.102551,-0.979375,-0.957892,-0.965469,-0.296369,0.781684,0.590922,-0.980949,-0.985301,-0.974601,0.076047,0.0121941,-0.00224456,-0.979068,-0.969951,-0.980727,-0.0239799,-0.0741294,0.114585,-0.974078,-0.971317,-0.966361,-0.101229,-0.0387175,-0.0638762,-0.982157,-0.983366,-0.981976,-0.971221,-0.96207,-0.971221,-0.96207,-0.979351,-0.972685,-0.95725,-0.952679,-0.985851,-0.979447,-0.97755,-0.960536,-0.969387,-0.980167,-0.958507,-0.965352,-0.152971,0.149432,0.224024,-0.978591,-0.970313,-0.977272,-0.981653,-0.971781,-0.982953,0.104419,-0.0814719,0.0555498,-0.971027,-0.972834,-0.965118,-0.975192,-0.970723,-0.969878,-0.073712,-0.139765,0.105146,-0.964101,-0.966071,0.204656,-0.972768,-0.971478,0.203351,-0.963216,-0.953958,-0.0533029,-0.980854,-0.97881,0.108871
3,"SITTING",0.263255,-0.00597447,-0.0989875,-0.97787,-0.900801,-0.916195,0.85997,0.120388,0.250917,-0.968767,-0.934074,-0.929769,0.0744568,0.00654951,-0.00344387,-0.982297,-0.968201,-0.982005,-0.0370714,-0.0747584,0.0810615,-0.977779,-0.962053,-0.94199,-0.0990728,-0.0386483,-0.0534674,-0.984143,-0.986171,-0.981568,-0.929159,-0.909786,-0.929159,-0.909786,-0.979261,-0.977159,-0.939201,-0.94462,-0.986558,-0.984663,-0.978233,-0.925719,-0.944249,-0.977928,-0.895523,-0.908854,-0.0524551,0.000864188,0.0722884,-0.982469,-0.968439,-0.979076,-0.983753,-0.970298,-0.983583,0.172744,-0.113247,-0.0316411,-0.973586,-0.970223,-0.949222,-0.979147,-0.958207,-0.945141,0.0153812,-0.245848,-0.0450758,-0.934499,-0.912108,0.051238,-0.976732,-0.976753,0.304184,-0.961464,-0.943976,-0.13243,-0.985432,-0.984443,0.157599
3,"STANDING",0.278604,-0.0156547,-0.10513,-0.972061,-0.892567,-0.912123,0.951514,-0.202695,0.0245376,-0.989101,-0.95778,-0.938509,0.0751645,0.00986493,-0.00316485,-0.962664,-0.949373,-0.971013,-0.0261136,-0.0627008,0.0732745,-0.905844,-0.934139,-0.921445,-0.099586,-0.0455377,-0.0467707,-0.950369,-0.968287,-0.964465,-0.927959,-0.915845,-0.927959,-0.915845,-0.965165,-0.94975,-0.902808,-0.884644,-0.967579,-0.956852,-0.96597,-0.91368,-0.938811,-0.975091,-0.889061,-0.906023,-0.0704332,-0.182106,-0.0102625,-0.962677,-0.95035,-0.966086,-0.966297,-0.952058,-0.974789,0.068013,-0.262007,-0.0869468,-0.908392,-0.941604,-0.926805,-0.906771,-0.931162,-0.927332,-0.344513,-0.309294,-0.238713,-0.929466,-0.921786,-0.0549901,-0.950953,-0.947436,0.0903153,-0.915534,-0.886111,-0.313995,-0.959796,-0.956083,-0.0752499
3,"WALKING",0.276011,-0.0173941,-0.10525,-0.352978,-0.124681,-0.246349,0.951679,-0.206862,-0.0671985,-0.978818,-0.966489,-0.947794,0.0748131,0.0163512,-0.00655944,-0.324549,-0.164259,-0.525188,-0.0363735,-0.0710462,0.0827269,-0.474661,-0.262682,-0.321264,-0.0910884,-0.0508972,-0.0473172,-0.425252,-0.564329,-0.504716,-0.223221,-0.345046,-0.223221,-0.345046,-0.318112,-0.252918,-0.232069,-0.405793,-0.516425,-0.556594,-0.334998,-0.140782,-0.358041,-0.361125,-0.172439,-0.248686,-0.299324,0.0971667,-0.00896302,-0.349561,-0.224542,-0.489244,-0.359239,-0.155618,-0.560377,-0.243964,-0.267214,-0.269942,-0.404339,-0.357741,-0.327879,-0.500928,-0.217765,-0.383156,-0.0938334,-0.219113,-0.159787,-0.317687,-0.463497,0.0790506,-0.271537,-0.236068,0.00553003,-0.458034,-0.473525,0.0489206,-0.575976,-0.564673,0.0756644
3,"WALKING_DOWNSTAIRS",0.287266,-0.0182846,-0.107113,-0.0576113,-0.0298618,-0.281269,0.949638,-0.17179,-0.0290917,-0.954993,-0.930781,-0.887501,0.0814078,0.000619634,-0.00750275,-0.16447,-0.157921,-0.513274,-0.0997275,-0.0448662,0.104696,-0.264038,-0.400762,-0.360235,-0.0687798,-0.045035,-0.0487355,-0.429278,-0.64344,-0.444022,-0.0486127,-0.0257419,-0.0486127,-0.0257419,-0.254671,-0.11087,-0.148403,-0.224834,-0.545304,-0.602767,-0.0783632,-0.0154998,-0.322688,-0.0515247,-0.100643,-0.315809,-0.402632,-0.0124454,-0.00103418,-0.171244,-0.185681,-0.456798,-0.234905,-0.186662,-0.569952,-0.272897,-0.39458,-0.215169,-0.203911,-0.433982,-0.281001,-0.291737,-0.387,-0.44951,-0.291642,-0.208555,-0.101008,0.0150668,-0.202953,-0.0210794,-0.0921984,-0.144592,-0.0507361,-0.346003,-0.283298,-0.121077,-0.599347,-0.636413,0.041578
3,"WALKING_UPSTAIRS",0.266374,-0.0286998,-0.117735,-0.332718,-0.061203,-0.162855,0.90885,-0.30097,-0.0891355,-0.949279,-0.912504,-0.884798,0.0507061,0.017021,0.0183726,-0.498757,-0.427565,-0.736539,0.0324863,-0.107135,0.0529646,-0.475853,-0.32133,-0.345158,-0.111791,-0.0264471,-0.0427927,-0.630707,-0.758771,-0.621511,-0.159699,-0.330354,-0.159699,-0.330354,-0.520614,-0.503401,-0.224811,-0.283293,-0.69027,-0.747598,-0.406891,-0.19361,-0.432693,-0.306787,-0.0584984,-0.10325,-0.528877,-0.222577,-0.401218,-0.516304,-0.445825,-0.709023,-0.525823,-0.447799,-0.762844,-0.387292,-0.497274,-0.538855,-0.435785,-0.495114,-0.372497,-0.494604,-0.241005,-0.399819,-0.245876,-0.498353,-0.302082,-0.360277,-0.419957,-0.152391,-0.484664,-0.53317,0.0176469,-0.480107,-0.291221,-0.323932,-0.746807,-0.766933,-0.00157995
4,"LAYING",0.273572,-0.0150032,-0.110688,-0.954194,-0.941714,-0.962667,-0.420665,0.915165,0.341531,-0.9212,-0.969817,-0.976177,0.0934494,0.00693313,-0.00641054,-0.978303,-0.942209,-0.978512,-0.00923156,-0.0930128,0.16972,-0.973102,-0.961109,-0.962074,-0.10502,-0.038123,-0.0712156,-0.975103,-0.986856,-0.983965,-0.954558,-0.931292,-0.954558,-0.931292,-0.970096,-0.960786,-0.930236,-0.947032,-0.985069,-0.982698,-0.958802,-0.938883,-0.967504,-0.952465,-0.946381,-0.962154,-0.274195,0.366231,0.20133,-0.978542,-0.94397,-0.975383,-0.980079,-0.944367,-0.980261,0.182436,0.0987429,0.0770211,-0.967204,-0.972188,-0.961479,-0.975095,-0.956183,-0.965807,-0.0660922,-0.52689,0.152886,-0.93939,-0.937188,0.241698,-0.962287,-0.958037,0.274027,-0.961557,-0.9471,-0.259852,-0.983609,-0.982544,0.202949
4,"SITTING",0.271538,-0.00716307,-0.105875,-0.98031,-0.890224,-0.932203,0.869303,0.211623,0.11012,-0.981405,-0.932727,-0.950949,0.07845,-0.0108582,-0.01215,-0.976742,-0.944596,-0.979039,-0.0494435,-0.0894301,0.10115,-0.970132,-0.958468,-0.927972,-0.0969495,-0.0418484,-0.0489964,-0.9699,-0.984441,-0.968805,-0.935695,-0.914408,-0.935695,-0.914408,-0.970132,-0.962549,-0.926063,-0.928898,-0.98049,-0.975807,-0.977462,-0.905783,-0.951784,-0.981908,-0.889467,-0.926999,0.0373818,0.078786,0.0120943,-0.976846,-0.944298,-0.975155,-0.978777,-0.949293,-0.981699,0.21302,-0.07529,0.0122456,-0.96059,-0.967584,-0.933777,-0.973333,-0.95412,-0.932868,0.109093,-0.394746,-0.145726,-0.929002,-0.919816,0.0280921,-0.962501,-0.961585,0.227198,-0.94877,-0.928851,-0.200085,-0.976548,-0.976262,0.0859342
4,"STANDING",0.2805,-0.00948911,-0.0961575,-0.976921,-0.861597,-0.896881,0.956198,-0.0759009,0.166894,-0.972908,-0.917613,-0.899405,0.0721328,-0.00653016,-0.021189,-0.972587,-0.938355,-0.973054,-0.0306449,-0.0618249,0.0755636,-0.909688,-0.949227,-0.909995,-0.103058,-0.0461257,-0.0490753,-0.949634,-0.976065,-0.957982,-0.906478,-0.890977,-0.906478,-0.890977,-0.963371,-0.958159,-0.900982,-0.885144,-0.967614,-0.964283,-0.973498,-0.889549,-0.931643,-0.978738,-0.85738,-0.887554,0.0621,-0.0669875,-0.0377823,-0.972311,-0.937624,-0.968648,-0.975707,-0.944075,-0.97623,0.272214,-0.126451,0.0711057,-0.905464,-0.955993,-0.915281,-0.912465,-0.945826,-0.916652,-0.27481,-0.364372,-0.223109,-0.917614,-0.89534,-0.102972,-0.956139,-0.960032,0.201262,-0.914209,-0.887194,-0.286128,-0.964471,-0.96643,0.060985
4,"WALKING",0.278582,-0.0148399,-0.111403,-0.44083,-0.0788267,-0.586253,0.964,-0.085854,0.127764,-0.983826,-0.967963,-0.962968,0.0783529,0.00295602,-0.000767679,-0.297043,-0.221165,-0.751391,-0.0317983,-0.0726905,0.0805677,-0.500917,-0.665394,-0.662608,-0.115322,-0.0393474,-0.0551167,-0.492341,-0.80742,-0.640454,-0.312051,-0.527679,-0.312051,-0.527679,-0.366701,-0.316919,-0.497792,-0.553116,-0.681304,-0.730146,-0.426719,-0.1494,-0.631005,-0.447235,-0.101799,-0.594198,-0.138592,0.0123477,-0.0787893,-0.358883,-0.279553,-0.728992,-0.297326,-0.2099,-0.772359,-0.13528,-0.385881,-0.325738,-0.373385,-0.68846,-0.601381,-0.542647,-0.654658,-0.716458,-0.127154,-0.274666,0.149852,-0.450805,-0.651173,0.382096,-0.318588,-0.320459,0.111486,-0.609286,-0.593937,0.0697301,-0.724327,-0.757768,0.265355
4,"WALKING_DOWNSTAIRS",0.279965,-0.00980201,-0.106778,0.0111935,-0.218598,-0.479186,0.947732,-0.0620853,0.148715,-0.955259,-0.932066,-0.937754,0.0971863,0.0056378,-0.00729138,-0.14576,-0.146242,-0.626647,-0.102839,-0.0704026,0.0592639,-0.370245,-0.699454,-0.498481,-0.0921283,-0.0348435,-0.0492836,-0.395995,-0.816858,-0.32578,-0.0491617,-0.0819559,-0.0491617,-0.0819559,-0.228851,-0.216859,-0.346606,-0.380573,-0.592843,-0.63708,-0.0722392,-0.129607,-0.494683,0.0390098,-0.322531,-0.512694,-0.342286,0.213582,0.0478376,-0.161633,-0.172942,-0.583917,-0.20825,-0.177202,-0.668867,-0.179115,-0.181293,-0.169702,-0.240299,-0.717546,-0.318306,-0.414919,-0.691518,-0.621658,-0.127145,-0.185486,0.377074,-0.0190743,-0.263644,0.101078,-0.175295,-0.280427,0.0926237,-0.429213,-0.457674,0.0600292,-0.621752,-0.685471,0.144437
